file_name,genre,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_var,chroma_2_var,chroma_3_var,chroma_4_var,chroma_5_var,chroma_6_var,chroma_7_var,chroma_8_var,chroma_9_var,chroma_10_var,chroma_11_var,chroma_12_var,spectral_centroid_mean,spectral_centroid_var,zero_crossing_rate_mean,zero_crossing_rate_var
Similar_Ballade_00077_Cover_Genre_A.wav,Ballade,-140.1787,84.3586,-6.7528,15.2846,-4.8119,1.6229,4.5938,-0.6562,-6.1878,-4.3884,-5.8867,-1.9518,-2.2467,12274.382,922.7479,480.4697,239.1585,220.7344,223.7553,105.1087,105.9529,118.2693,130.2214,123.8086,109.0449,101.6604,0.2229,0.1786,0.2739,0.166,0.2282,0.1381,0.2374,0.3219,0.1744,0.329,0.2354,0.4253,0.0713,0.0523,0.1096,0.0458,0.0891,0.0286,0.08,0.1311,0.0395,0.1425,0.0675,0.1625,1626.4185,224590.1027,0.1202,0.0018
Similar_Ballade_00078_Cover_Genre_A.wav,Ballade,-139.9747,116.8251,-27.7148,48.2472,-13.7489,5.7412,-18.7471,-0.1717,-4.5654,1.9851,-5.5791,-5.745,-12.4595,2666.4612,341.084,80.8188,74.8411,80.1913,73.5456,69.5962,87.9126,62.5492,104.2547,59.0322,75.1375,104.8062,0.1065,0.2302,0.3775,0.154,0.2552,0.1672,0.3717,0.3302,0.209,0.3095,0.1898,0.2255,0.0164,0.0733,0.1249,0.0187,0.1077,0.0293,0.1158,0.1321,0.0408,0.1237,0.0488,0.1035,1112.2743,44941.5116,0.0628,0.0005
Similar_Ballade_00080_Cover_Genre_A.wav,Ballade,-147.3533,116.4442,-13.2299,31.7547,-10.5269,1.7933,-10.1531,-8.1799,-13.5843,-8.5484,-11.562,-1.9232,-6.5698,7587.0767,180.868,150.7513,82.6915,84.1375,59.4184,54.5836,67.2079,75.6512,65.225,80.0211,79.0774,77.0036,0.1911,0.2414,0.1743,0.3038,0.2114,0.2302,0.3885,0.1916,0.2495,0.1743,0.4506,0.5643,0.0225,0.0798,0.0462,0.1019,0.0475,0.0507,0.093,0.0365,0.0814,0.0266,0.106,0.1439,1258.2968,42653.4579,0.1125,0.0016
Similar_Ballade_00082_Cover_Genre_A.wav,Ballade,-117.6761,125.4079,25.5223,26.7444,10.0261,16.3335,6.3593,4.1572,1.798,6.0776,-2.0487,7.6598,1.6254,3149.8528,788.1764,228.0332,127.3045,113.0882,48.1837,61.846,54.273,53.4886,93.6655,64.5158,53.8212,89.3428,0.2931,0.4121,0.2854,0.4991,0.3577,0.3286,0.5493,0.3957,0.4105,0.3275,0.3918,0.5557,0.0248,0.1189,0.0255,0.1021,0.0688,0.0338,0.1001,0.0523,0.0703,0.0626,0.0573,0.1171,1077.4365,176015.1621,0.0479,0.0002
Similar_Ballade_00083_Cover_Genre_A.wav,Ballade,-89.1752,87.0318,22.4082,22.1458,10.5468,8.7597,-1.9132,0.8404,-2.6348,0.069,-0.5692,7.3495,2.8558,3404.3535,1938.4094,271.4674,174.9224,107.7883,80.9505,148.9074,107.795,93.2912,85.7591,94.2793,135.3363,141.4331,0.2876,0.3653,0.197,0.3183,0.2925,0.2176,0.387,0.2994,0.4302,0.3167,0.3596,0.5856,0.0372,0.147,0.0286,0.0879,0.0761,0.0335,0.1236,0.0593,0.1069,0.0768,0.0772,0.1206,1717.8868,826028.225,0.0874,0.0034
Similar_Ballade_00086_Cover_Genre_A.wav,Ballade,-201.8082,115.7707,24.759,26.8488,-4.5637,21.1011,-0.0993,6.8812,-0.4924,-2.7068,-2.724,-8.2294,-4.8784,3858.7795,994.1655,591.743,272.054,185.9594,83.3981,79.1144,74.4386,84.2845,74.7455,84.5092,85.5979,83.9347,0.3918,0.2661,0.3536,0.2167,0.4378,0.4463,0.3323,0.4704,0.3553,0.4715,0.3232,0.2437,0.1388,0.045,0.0883,0.037,0.112,0.1115,0.0861,0.1184,0.0593,0.1059,0.0556,0.0499,1142.4676,171370.3353,0.0734,0.0012
Similar_Ballade_00088_Cover_Genre_A.wav,Ballade,-105.5095,102.1924,-20.4819,33.9718,-10.4031,0.9506,-15.8718,-6.1123,-12.1112,-7.4531,-14.0744,-6.142,-12.219,898.0429,342.4508,100.2488,78.3866,41.479,30.0915,44.7112,51.1342,59.2245,58.7234,53.2817,47.5324,80.0806,0.321,0.2232,0.4071,0.1929,0.3141,0.1647,0.3642,0.4453,0.1981,0.3371,0.1778,0.4322,0.0887,0.0434,0.117,0.0248,0.0891,0.023,0.101,0.114,0.0323,0.1077,0.0136,0.1267,1413.4001,51492.5123,0.1037,0.0009
Similar_Ballade_00089_Cover_Genre_A.wav,Ballade,-104.2822,56.8112,-9.4056,23.2162,-0.5907,7.477,-3.7226,6.1907,-4.5354,4.7398,-3.9889,1.3985,-3.5434,11977.155,1562.7662,413.7538,432.7073,154.5935,193.8078,127.4327,121.5199,110.9494,114.6676,91.8101,94.1529,103.4725,0.3642,0.3112,0.3715,0.3334,0.4777,0.3116,0.3922,0.4258,0.3261,0.4123,0.343,0.546,0.0903,0.0998,0.1203,0.0741,0.1222,0.0467,0.0788,0.0837,0.0648,0.1277,0.0758,0.1397,2099.1705,809340.3777,0.139,0.0066
Similar_Ballade_00090_Cover_Genre_A.wav,Ballade,-123.2946,89.8034,5.9904,17.3919,-2.2443,3.1722,-7.715,-0.303,-6.1482,1.721,-3.7847,-1.1256,-6.4456,16456.307,1129.5304,231.2033,228.721,113.2778,123.4322,150.2002,126.0492,170.4512,143.3972,67.1426,163.4879,123.4546,0.2265,0.3875,0.3148,0.4069,0.4715,0.2592,0.3674,0.2132,0.2963,0.3474,0.3063,0.3314,0.0411,0.1126,0.0714,0.104,0.0989,0.0331,0.1,0.0325,0.0793,0.1233,0.0631,0.1078,1574.156,208617.1028,0.089,0.0014
Similar_Ballade_00091_Cover_Genre_A.wav,Ballade,-71.9442,110.4807,14.7138,22.4896,3.7567,13.8002,-4.6779,7.9683,-0.5996,4.3085,0.0855,-0.2586,-6.0638,2151.9712,830.2336,245.7767,153.4821,106.0332,69.7475,70.5297,111.0368,70.0869,88.0539,127.6807,164.3794,72.9732,0.2117,0.0991,0.2018,0.3732,0.17,0.3045,0.1451,0.296,0.2295,0.1994,0.4298,0.1819,0.1036,0.0138,0.0438,0.1359,0.0172,0.1491,0.0166,0.1246,0.0751,0.0245,0.123,0.0241,1412.128,245203.5662,0.0796,0.001
Similar_Ballade_00092_Cover_Genre_A.wav,Ballade,-92.4273,70.6845,1.9118,23.137,4.4469,9.6371,-4.2716,2.2497,-6.6186,2.1167,-7.6972,-0.882,-7.966,2279.2307,301.7984,184.109,77.8125,65.1809,51.196,58.6017,54.989,46.3086,40.7031,61.4465,46.6009,61.542,0.2435,0.2093,0.2016,0.4318,0.2203,0.3846,0.1619,0.2782,0.4251,0.1741,0.1778,0.1313,0.0831,0.0665,0.0354,0.133,0.0254,0.1721,0.0179,0.0832,0.1282,0.0193,0.0543,0.0182,1979.8212,148232.7232,0.111,0.0014
Similar_Ballade_00095_Cover_Genre_A.wav,Ballade,-139.0348,125.3926,18.8022,25.4966,0.2983,6.0261,1.6906,6.5719,-0.4828,4.9496,-3.7275,-2.908,-5.4782,13862.476,726.3198,186.4497,422.9238,159.6402,143.1081,76.0428,78.7829,63.1822,105.1796,158.6728,189.8271,68.8681,0.6365,0.2779,0.317,0.186,0.2717,0.5715,0.2835,0.2946,0.2568,0.4398,0.4314,0.2978,0.1299,0.0355,0.1025,0.0324,0.0406,0.0964,0.0437,0.0786,0.045,0.0832,0.0999,0.032,965.6781,126364.7954,0.0599,0.0005
Similar_Ballade_00096_Cover_Genre_A.wav,Ballade,-143.8541,97.082,13.492,21.3255,5.9543,13.2851,4.9926,7.2792,1.9226,5.1307,0.2357,5.234,0.4117,10977.387,759.4454,460.4959,341.5868,108.0816,89.1598,101.352,62.5151,101.9506,87.4344,74.2369,54.4675,84.599,0.2848,0.4638,0.3874,0.3233,0.4952,0.4036,0.5267,0.4217,0.5037,0.6218,0.3682,0.4229,0.05,0.0979,0.0783,0.0565,0.096,0.0543,0.1086,0.0731,0.0886,0.1005,0.0506,0.112,1344.291,238126.2302,0.0635,0.0015
Similar_Ballade_00097_Cover_Genre_A.wav,Ballade,-81.0295,94.9804,1.8012,17.4933,2.5421,10.3373,-3.931,6.7212,-1.8853,-0.6975,-4.9489,1.031,-0.4168,4685.638,423.2109,260.9688,163.1419,116.443,75.4651,94.7792,62.0653,106.5895,94.5575,165.2293,121.7831,76.6808,0.3615,0.3446,0.3446,0.4567,0.3062,0.2939,0.4663,0.3081,0.2935,0.2773,0.4486,0.5203,0.0753,0.0967,0.0616,0.1134,0.0578,0.0592,0.1247,0.0673,0.0773,0.064,0.0942,0.1053,1452.1132,195762.6916,0.0814,0.0009
Similar_Ballade_00098_Cover_Genre_A.wav,Ballade,-190.5391,114.5698,-7.7403,16.9246,1.5354,7.348,-3.9347,8.8442,-2.796,1.0981,-5.8331,-4.8493,-8.1938,6376.6763,1184.286,404.9994,180.9247,148.0864,129.016,116.9957,195.9002,170.5267,136.0497,119.2267,144.4928,101.6077,0.1982,0.289,0.349,0.226,0.365,0.262,0.3964,0.362,0.3025,0.4448,0.3142,0.3291,0.0463,0.0811,0.1014,0.0481,0.1261,0.0463,0.1052,0.1024,0.0756,0.1324,0.0616,0.0989,1274.7674,367171.8427,0.0792,0.0022
Similar_Ballade_00099_Cover_Genre_A.wav,Ballade,-101.6485,92.3016,2.8937,31.7108,17.9391,12.0248,-0.2742,8.847,6.8033,0.3944,-6.9322,4.8181,3.8595,9508.67,1259.3604,450.7086,206.7968,179.2236,124.8974,105.1033,82.1169,78.0659,161.5131,128.4788,66.2858,58.1488,0.2806,0.2861,0.169,0.2169,0.2394,0.2801,0.5092,0.29,0.4284,0.2502,0.366,0.6261,0.0396,0.056,0.0265,0.0751,0.08,0.052,0.1263,0.0476,0.1194,0.0554,0.0557,0.1395,1448.9907,383862.6773,0.0848,0.0023
Similar_Ballade_00101_Cover_Genre_A.wav,Ballade,-221.6195,127.8178,35.1809,33.2805,6.8939,-6.1715,-9.5776,4.2266,-6.4736,-5.6273,-8.3264,-5.4183,-6.0888,6019.064,819.067,866.8727,343.1722,227.4506,199.2275,138.75,216.9162,116.7172,130.496,154.5294,203.7696,183.3063,0.4813,0.2343,0.3636,0.1595,0.1861,0.3496,0.2137,0.3794,0.2212,0.3323,0.3227,0.244,0.1467,0.0258,0.1203,0.0275,0.037,0.1028,0.0426,0.1404,0.04,0.1134,0.0911,0.0327,919.2759,208715.2948,0.0604,0.0006
Similar_Ballade_00102_Cover_Genre_A.wav,Ballade,-180.2235,82.626,15.1074,25.8586,17.1645,14.96,10.1451,15.3023,9.0306,6.4328,4.6942,4.6885,-0.6798,14738.251,1222.3838,580.2246,461.6971,254.2167,168.9582,131.3843,108.2509,106.1731,104.1129,108.8728,103.3952,106.5406,0.2088,0.2759,0.3702,0.3512,0.3581,0.3048,0.4116,0.3162,0.3151,0.4569,0.302,0.3191,0.0377,0.0581,0.112,0.0715,0.102,0.0747,0.1305,0.076,0.0683,0.1609,0.0389,0.1183,1435.222,416648.2995,0.0538,0.0009
Similar_Ballade_00106_Cover_Genre_A.wav,Ballade,-158.0615,104.2968,-1.9442,48.639,6.8484,12.6817,2.3543,15.7881,-4.8212,-3.4563,-10.3545,0.2987,0.667,12640.239,561.0138,154.1954,132.6053,58.7178,59.3093,102.4189,65.6203,65.212,159.8786,181.8538,52.6062,124.4274,0.1723,0.1733,0.4774,0.2031,0.1407,0.3401,0.1849,0.1844,0.1483,0.4118,0.6424,0.2058,0.0425,0.0197,0.1458,0.0389,0.0167,0.1153,0.0237,0.0542,0.0141,0.0857,0.1371,0.0155,1240.5465,79513.3845,0.0914,0.0006
Similar_Ballade_00108_Cover_Genre_A.wav,Ballade,-105.9234,78.371,13.821,24.732,3.5341,0.875,-2.4653,1.7911,0.0467,5.4086,-1.6775,1.1534,-6.7887,7494.862,841.3474,570.3973,290.5318,177.8173,132.3938,104.7938,76.2003,100.205,64.7851,73.2044,86.6445,89.2183,0.3467,0.1945,0.2906,0.3522,0.1806,0.2999,0.241,0.5151,0.3333,0.3369,0.4046,0.2875,0.104,0.0368,0.0635,0.1087,0.0293,0.1133,0.0413,0.1474,0.0864,0.1087,0.1346,0.0532,1793.2696,432180.9688,0.1073,0.0035
Similar_Ballade_00111_Cover_Genre_A.wav,Ballade,-127.3719,115.0304,-23.6507,27.1438,-12.1959,4.5532,-13.2038,-2.9021,-9.9752,1.0049,-8.2713,-2.166,-9.3489,1067.4537,70.8336,41.951,49.7595,22.8263,25.9751,32.3928,27.8974,21.8977,20.9761,37.1727,18.5859,34.5313,0.1582,0.3352,0.5213,0.2666,0.3955,0.2181,0.4303,0.311,0.2157,0.3016,0.1925,0.2436,0.0281,0.0941,0.1434,0.0349,0.1527,0.0267,0.1345,0.0925,0.0504,0.1093,0.0341,0.0661,1368.6352,11625.1936,0.0976,0.0005
Similar_Ballade_00112_Cover_Genre_A.wav,Ballade,-88.598,83.3582,19.4002,29.1215,17.5893,2.9135,0.9473,8.3111,-1.6216,0.8946,-3.8466,-3.8144,-7.6168,2842.2737,542.9579,335.3656,231.976,120.1935,182.9515,65.3551,123.6423,65.2212,69.7254,56.3408,72.0925,58.4133,0.3249,0.348,0.2676,0.3915,0.5082,0.3391,0.4371,0.2881,0.4573,0.3849,0.3254,0.4925,0.0585,0.0851,0.0505,0.0841,0.1208,0.0612,0.113,0.0381,0.1037,0.0823,0.0473,0.1195,1723.5749,320145.315,0.0963,0.0018
Similar_Ballade_00113_Cover_Genre_A.wav,Ballade,-82.9258,105.9155,20.481,14.9367,8.448,12.0054,1.3007,0.4888,-9.6668,-1.0007,-8.0613,-1.0438,-6.0698,2626.7778,733.1228,154.5363,90.033,108.8027,60.5661,43.1098,48.8627,54.1129,44.1569,41.6879,45.9649,42.7099,0.4021,0.2712,0.3049,0.3794,0.3665,0.5353,0.2531,0.2889,0.2776,0.2695,0.2997,0.234,0.1126,0.0439,0.0699,0.1135,0.0664,0.1409,0.0264,0.0707,0.0579,0.0569,0.0857,0.0393,1502.6073,264836.0664,0.0722,0.0006
Similar_Ballade_00114_Cover_Genre_A.wav,Ballade,-52.4319,121.1878,-0.9716,32.9136,-0.0688,7.505,-5.2543,3.5789,-0.8198,5.3856,-10.1283,-6.047,-11.8757,1230.9059,324.7937,142.1576,64.8736,47.1623,48.1591,50.581,75.3776,48.1712,56.0703,72.0582,71.0658,55.7956,0.1229,0.1782,0.1,0.1705,0.4028,0.1862,0.3908,0.1729,0.4618,0.3335,0.1639,0.253,0.0136,0.0665,0.0123,0.0335,0.1176,0.0136,0.1441,0.0125,0.1601,0.0896,0.019,0.0919,1171.1256,54774.3484,0.084,0.0002
Similar_Ballade_00115_Cover_Genre_A.wav,Ballade,-100.5954,81.4867,6.1796,35.0936,8.0429,9.1516,2.8334,8.3643,0.3679,3.4787,-0.1311,6.2706,1.6851,3292.2847,511.3864,408.1963,172.6842,93.2085,92.7958,68.6292,66.5995,56.3291,61.6401,62.7282,53.8945,65.5254,0.3437,0.4092,0.2848,0.2933,0.4103,0.3428,0.4114,0.2994,0.3636,0.5069,0.3615,0.4905,0.0614,0.0896,0.051,0.0583,0.0991,0.0661,0.1011,0.0486,0.0718,0.1269,0.0671,0.1157,1697.302,201611.9955,0.1,0.002
Similar_Ballade_00116_Cover_Genre_A.wav,Ballade,-101.6104,101.5061,-4.5062,30.6496,-0.4352,11.8811,-0.7982,8.376,1.0087,6.4252,0.7403,5.8708,-3.2599,2189.4824,328.185,148.9633,193.0751,106.6734,117.4949,106.8551,107.3806,52.5614,52.7593,51.8755,70.7006,51.1647,0.2141,0.3489,0.486,0.2432,0.3862,0.2749,0.5561,0.4296,0.3584,0.5945,0.3382,0.3908,0.0251,0.0591,0.0948,0.025,0.0675,0.0218,0.1131,0.0741,0.0515,0.127,0.0315,0.0876,1400.9112,93124.7487,0.0766,0.0011
Similar_Ballade_00118_Cover_Genre_A.wav,Ballade,-102.2581,93.97,24.6318,33.196,7.4725,10.5304,-4.2985,2.702,-1.0317,1.7393,-2.837,-0.4834,-6.6571,5784.7754,1464.491,347.961,201.1054,174.5614,148.1301,77.8252,63.629,73.82,77.4034,91.0558,108.5461,84.4615,0.2318,0.3197,0.488,0.2618,0.355,0.2329,0.4495,0.3518,0.2663,0.4415,0.2722,0.3412,0.0492,0.073,0.1317,0.034,0.1159,0.0255,0.1182,0.0852,0.0454,0.1198,0.0413,0.0994,1515.6116,452245.0229,0.0664,0.0008
Similar_Ballade_00119_Cover_Genre_A.wav,Ballade,-174.8791,95.8478,-1.5575,35.5033,-0.6772,-0.7742,-11.2193,-2.129,-3.6859,6.6373,1.5023,-1.3865,-8.2281,10468.894,1208.6245,343.2223,324.7831,113.7406,134.939,104.8922,125.8707,137.1468,87.5767,75.1959,140.5427,143.8652,0.2311,0.1359,0.3146,0.2458,0.1738,0.466,0.2079,0.2667,0.1316,0.2411,0.3382,0.1574,0.0975,0.0203,0.1196,0.0929,0.0248,0.1585,0.0392,0.1219,0.0269,0.0782,0.1282,0.0309,1563.0171,402005.8279,0.1122,0.0034
Similar_Ballade_00121_Cover_Genre_A.wav,Ballade,-119.2312,82.2425,18.6407,30.6631,5.7425,11.8785,-3.9193,4.5421,-7.5671,-4.0354,-13.7752,-6.5189,-10.8061,2726.9734,813.3173,428.4898,202.5287,134.7829,76.6584,71.464,70.1141,79.7996,71.8282,75.5169,62.6708,47.6371,0.2016,0.2925,0.1515,0.2115,0.3574,0.202,0.3414,0.207,0.4472,0.5098,0.2487,0.3414,0.0287,0.1031,0.0282,0.0546,0.1107,0.0222,0.119,0.0237,0.1169,0.1211,0.0321,0.1084,1648.4791,288854.4015,0.0812,0.0009
Similar_Ballade_00122_Cover_Genre_A.wav,Ballade,-228.6441,92.8173,33.6354,21.0906,13.8066,12.8644,-0.1343,1.2818,2.0538,6.7667,-4.4656,-4.1962,-5.5153,16493.385,1742.1116,740.2912,248.6581,359.6114,157.2749,189.5836,187.3558,186.1018,156.3468,195.7206,131.2756,170.5374,0.2604,0.3128,0.3353,0.4681,0.2788,0.3932,0.4429,0.2901,0.4367,0.3469,0.5143,0.4139,0.0572,0.103,0.0789,0.1547,0.0644,0.0917,0.1007,0.0501,0.1305,0.0655,0.0976,0.099,1529.2251,785466.9376,0.0956,0.0039
Similar_Ballade_00124_Cover_Genre_A.wav,Ballade,-21.2797,113.2474,-3.0077,34.0068,-0.4088,16.2688,-0.143,8.2366,-2.4286,6.0691,0.6948,6.0195,0.0627,1860.296,446.0936,152.4045,70.7297,42.3771,40.851,36.4397,33.5606,28.1583,54.6965,37.6537,35.8808,45.8953,0.4949,0.2676,0.3876,0.2527,0.4582,0.3754,0.2464,0.4172,0.299,0.3824,0.2051,0.3686,0.1113,0.0354,0.1068,0.031,0.1099,0.0997,0.0307,0.1084,0.0465,0.1213,0.0205,0.0706,1237.4522,104376.3837,0.0676,0.0005
Similar_Ballade_00127_Cover_Genre_A.wav,Ballade,-196.6584,92.3035,-18.619,43.979,-5.8301,5.0291,-13.2522,-3.765,-12.4777,-3.5898,-8.0448,-4.9134,-9.6679,21171.525,1421.9728,170.5044,387.9953,126.7032,108.686,82.8184,78.6537,109.7348,77.4402,119.6118,128.7762,213.967,0.5468,0.1985,0.2471,0.1504,0.3663,0.2808,0.1803,0.4463,0.1899,0.2217,0.1646,0.3267,0.1541,0.0384,0.1082,0.0333,0.1081,0.1066,0.0261,0.1385,0.0318,0.1065,0.0532,0.0904,1246.7142,250836.5052,0.0649,0.0011
