file_name,genre,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_contrast_mean,spectral_contrast_std,tonnetz_mean,tonnetz_std,rms_mean,rms_std,zcr_mean,zcr_std
Similar_Ballade_00439_Cover_Genre_A.wav,Ballade,-138.93497,108.45375,35.530285,38.18081,3.6872292,9.154444,-6.5037036,3.7111595,-12.187586,4.047474,-2.318886,4.893277,-6.7196193,50.725307,27.81565,15.736871,12.465971,10.964328,8.299174,9.648519,8.34654,8.29151,7.014184,7.4021373,7.5768614,7.1473293,0.2306873,0.39639905,0.44054046,0.21872991,0.20078252,0.1739994,0.43751493,0.30905008,0.32186082,0.36681068,0.3126791,0.35292846,0.2016628,0.3401297,0.34290963,0.19458212,0.2479936,0.15140496,0.3667914,0.2646263,0.28263086,0.3093631,0.24892041,0.33856896,1218.5045617425435,435.66792720642445,24.437072802539593,7.838758257026461,-0.016042039589300484,0.16964556334352135,0.15837352,0.04685064,0.05556328125,0.020381783893092222
Similar_Ballade_00091_Cover_Genre_A.wav,Ballade,-71.94416,110.48066,14.713836,22.48964,3.756679,13.800224,-4.6779003,7.9683347,-0.5996499,4.3085103,0.085530266,-0.2585998,-6.063787,46.389343,28.813774,15.677268,12.388788,10.297242,8.351497,8.398198,10.537399,8.371794,9.383706,11.299587,12.821053,8.542435,0.21167028,0.09913661,0.20176269,0.37320414,0.17004329,0.3044785,0.14509593,0.2960261,0.22946091,0.19937366,0.42978576,0.18190429,0.32192484,0.11729173,0.20921282,0.36869827,0.13125573,0.3861633,0.12867372,0.3529535,0.2741183,0.15664129,0.3506541,0.15519302,1412.1280348914588,495.1803370231331,22.939783534731344,7.609524312516019,0.0014730657772437776,0.20211283799968977,0.20824741,0.053336836,0.07964632404384328,0.032011799710867254
Similar_Ballade_00401_Cover_Genre_A.wav,Ballade,-89.39275,94.49548,12.920981,28.563572,1.39419,13.33167,-8.844638,3.356956,-8.020802,-5.5175467,-9.660181,-2.8041253,-5.429607,55.580322,22.438452,18.44145,14.989163,11.423741,12.362233,10.390929,9.380641,9.93481,9.0857935,9.237,9.1171255,9.832253,0.3391214,0.38177708,0.23196942,0.33427677,0.42726007,0.2706919,0.40873253,0.25431398,0.50337017,0.45052633,0.34342062,0.5908105,0.21404332,0.33927405,0.19380616,0.26845744,0.30869177,0.18648356,0.32283643,0.1761416,0.31532666,0.31365782,0.22559296,0.35264602,1407.5667753345422,473.6691761381295,28.28335505401838,7.606833201524134,-0.01941290262047487,0.22423445311118956,0.20791195,0.08466764,0.07747014092484009,0.031073590161818643
Similar_Ballade_00065_Cover_Genre_A.wav,Ballade,-135.01613,95.91772,37.883495,24.704832,19.364492,18.710205,8.109813,5.1805944,3.3713305,1.9079326,-1.4222779,2.9875405,-2.3093984,57.186012,45.16465,19.400215,11.870357,8.3292055,6.1162977,7.510101,5.999958,5.924596,6.1735644,6.913802,5.6489544,6.7390413,0.39922836,0.40439558,0.26759106,0.28139773,0.22660366,0.4152219,0.50284153,0.41240212,0.5507901,0.5059454,0.6034468,0.5266133,0.21992815,0.28339386,0.21936533,0.27247298,0.18850982,0.2986744,0.30678672,0.23029825,0.3180451,0.27242118,0.2998527,0.2866432,1573.100729678168,731.9936792167448,23.477942984932962,8.672950093966575,-0.03592921044302775,0.09358443496629827,0.17269467,0.044194948,0.08259865571695096,0.05085373412446821
Similar_Ballade_00805_Cover_Genre_A.wav,Ballade,-262.17593,165.75859,0.53701806,20.64244,6.6615763,-4.937609,-16.62354,-14.467258,-14.752178,-9.726902,-10.995408,-11.206351,-13.550226,46.015804,16.864843,11.863876,8.109384,9.130868,8.554149,7.687914,7.204217,7.592452,7.881145,9.224363,8.610701,9.787541,0.25315654,0.1673014,0.34811795,0.25805628,0.32336187,0.13550845,0.15529329,0.38826713,0.21753226,0.23239155,0.16727273,0.28244403,0.32717562,0.16660398,0.35267672,0.25078684,0.35448447,0.18365978,0.15840046,0.39492998,0.19118144,0.30130294,0.19164626,0.30687517,605.9405630961077,105.00712394908419,27.978449975113755,4.704224588913608,0.1318951174226736,0.2634369751965971,0.12100818,0.040550113,0.03978294909381663,0.009177973604645473
Similar_Ballade_00462_Cover_Genre_A.wav,Ballade,-211.01338,116.867386,-7.0247207,33.74393,-4.9395585,-2.3152685,-12.743868,-6.1096973,-7.50004,-5.2078567,-7.5975547,-5.921883,-14.690715,85.31646,19.873827,11.781961,11.82835,10.643573,8.214098,8.181449,9.316462,9.998991,10.4024935,10.721899,10.082947,9.821671,0.25963494,0.17727391,0.24646787,0.19935699,0.25012866,0.36857468,0.13222578,0.27983618,0.32475257,0.28929076,0.2452932,0.15673614,0.30417007,0.21583784,0.3107099,0.23562305,0.27501857,0.37479848,0.11865852,0.3255563,0.32671288,0.30398843,0.30478874,0.19740674,1134.6410479241442,360.81705248843923,28.604087550767133,5.70057701541544,0.015861880526540563,0.3032597476854978,0.097796835,0.046948556,0.08000837053571429,0.03240023562043262
Similar_Ballade_00491_Cover_Genre_A.wav,Ballade,-52.006596,109.19711,-8.937797,38.57827,2.1679814,10.432535,0.42118838,6.0236187,3.1037865,8.441019,-0.37978813,3.1550725,-3.5275316,49.181366,18.968267,13.985531,12.457117,11.021166,8.3416,8.179273,9.547856,8.871205,7.618418,7.520371,9.5463,10.280896,0.38199025,0.37425086,0.56758136,0.34774402,0.3386429,0.24848635,0.360057,0.42336276,0.2740287,0.3950168,0.28671792,0.39142165,0.3315708,0.26065078,0.34737644,0.2490709,0.28462452,0.21470642,0.28966036,0.35310686,0.22008525,0.31056246,0.1937107,0.32633844,1221.371159502722,302.8181862974817,24.325264092779108,7.399282596460831,0.09199326971133837,0.2995720231914649,0.36097965,0.08921677,0.045193344799440295,0.030412783414784816
Similar_Ballade_00465_Cover_Genre_A.wav,Ballade,-156.04991,134.56227,2.2938392,34.06722,-10.223254,13.935061,-5.6450057,-1.4105041,-1.626166,0.9095481,-3.8453534,3.8654292,-5.6622396,49.82684,27.391417,18.438864,15.893566,14.4490185,12.345615,9.374696,8.732593,9.577827,8.912854,8.565093,8.60603,10.358868,0.37870863,0.2662674,0.18554756,0.41727424,0.23151328,0.32090107,0.1801268,0.38436702,0.42955926,0.21528642,0.41097137,0.19080777,0.33188763,0.29786283,0.12118121,0.33308947,0.21489106,0.32425785,0.15091509,0.32137674,0.32690793,0.15705,0.35184664,0.12838787,1129.5285932508261,343.39630282983364,26.984237163473935,5.501298971646821,0.009141748074612183,0.28201749072118126,0.1259682,0.029091377,0.0925524616038113,0.03523693171893926
Similar_Ballade_00205_Cover_Genre_A.wav,Ballade,-36.20561,89.359505,5.530938,34.399075,2.5554862,9.663612,3.5191529,9.1804,-3.659521,2.5044188,-2.5217812,1.8258711,-2.5053563,31.133741,11.49231,9.697308,7.2061615,10.012758,5.856038,5.047229,5.8090835,5.0770736,4.9467263,5.4905014,6.0600476,6.619462,0.2211823,0.39804038,0.6117593,0.2718188,0.34573585,0.20242086,0.32117403,0.30771002,0.2710871,0.46491447,0.2394948,0.27620918,0.15790848,0.28894806,0.3569645,0.15800826,0.3264554,0.14200082,0.3007758,0.28121468,0.19051848,0.30360505,0.17546268,0.25803366,1615.5246067238184,210.05950935303616,21.866605894129084,8.164157149551839,-0.004290106193350439,0.11386581207463507,0.21661748,0.044309262,0.09100849338686035,0.025883572070601935
Similar_Ballade_00202_Cover_Genre_A.wav,Ballade,-68.836914,97.94841,-11.795316,35.496216,-6.119202,9.7825575,-4.9102564,3.9892664,-1.6408985,3.503427,-0.0727053,2.763826,-0.9491048,33.20417,16.548952,18.542368,9.65799,9.1616,9.371569,8.295942,8.528578,8.340169,9.014634,8.700231,8.562115,8.865105,0.4402259,0.1721699,0.26779038,0.1832821,0.44095883,0.25585938,0.25392166,0.45720917,0.24140215,0.25761685,0.15325114,0.3565559,0.36865237,0.12675616,0.31349725,0.13642149,0.36685702,0.24614638,0.20527416,0.35603943,0.20000714,0.2705367,0.1357216,0.31790334,1486.6882480368092,216.91195109009763,23.483613518859094,6.975907099636125,0.050617289704586836,0.10202072903886711,0.19036488,0.048702475,0.0880676139392324,0.021422118373536272
Similar_Ballade_00090_Cover_Genre_A.wav,Ballade,-123.294586,89.80345,5.990428,17.391861,-2.244277,3.1721897,-7.7149563,-0.3029921,-6.148171,1.720962,-3.7846644,-1.1255606,-6.4456143,128.28214,33.608486,15.205372,15.123524,10.643206,11.110006,12.255618,11.227166,13.055695,11.974859,8.194061,12.786238,11.111013,0.22648193,0.387491,0.31477898,0.40691522,0.47153327,0.25918067,0.3674336,0.21321848,0.29632965,0.34743398,0.3063371,0.3313516,0.20278469,0.33560163,0.26723635,0.32246146,0.31455788,0.18190259,0.31627712,0.18030053,0.28164703,0.35114682,0.25115493,0.32827255,1574.1560246928461,456.7462127151944,24.523655675815295,7.524751485364623,-0.031354351759617934,0.22977096584649404,0.15551679,0.09032312,0.08902361448893924,0.03783034537208649
Similar_Ballade_00097_Cover_Genre_A.wav,Ballade,-81.0295,94.98043,1.8012054,17.493322,2.5420976,10.337289,-3.9309537,6.7212186,-1.8852987,-0.6974971,-4.9488626,1.0309539,-0.41683933,68.45172,20.57209,16.154528,12.772702,10.790875,8.687065,9.735463,7.8781548,10.324219,9.724069,12.854154,11.035538,8.756756,0.3614647,0.34455633,0.34457242,0.4567497,0.3061543,0.2938566,0.46634316,0.3081424,0.29354346,0.27731055,0.44855958,0.5202979,0.27440438,0.31102502,0.24818192,0.33677837,0.24038309,0.24327162,0.3530876,0.25939062,0.2779586,0.25304964,0.30690268,0.32446176,1452.113200880259,442.4507787180448,26.571875628770734,8.355409239942826,-0.01793621397800135,0.2112912805713472,0.21523021,0.09216881,0.08135713036380597,0.030662741216881152
Similar_Ballade_00251_Cover_Genre_A.wav,Ballade,-179.56853,107.32382,-0.36151916,36.56317,-5.8671255,3.064005,-6.5680704,-1.3844783,-0.49360493,2.3955584,-2.6001685,-0.92551756,-7.9525614,128.09837,32.477875,24.148256,11.514886,12.640401,10.900141,11.306049,9.680034,9.458111,9.506048,10.961401,10.795394,9.437704,0.09599094,0.13322388,0.26822332,0.45985663,0.25674373,0.3493365,0.2714927,0.18810901,0.18841292,0.27646032,0.4108386,0.1528561,0.13349457,0.1779717,0.25410223,0.38332507,0.21386288,0.3591859,0.29159844,0.24581793,0.261239,0.30422348,0.33165267,0.15255134,1391.255332019584,497.2081019437388,24.29080914091259,6.7941032354336,-0.02464944583430796,0.2777467286842139,0.09872699,0.055049717,0.11337078558102345,0.061334579345009424
Similar_Ballade_00635_Cover_Genre_A.wav,Ballade,-11.055077,92.07478,6.1797876,21.934555,-5.383082,5.904103,0.19772488,6.1883483,-2.744384,-0.03816158,-3.8169134,3.4515727,-1.9148856,72.32805,21.725998,12.442359,10.181393,6.7809334,7.03907,6.1206255,5.4468594,8.555431,7.241623,6.694939,6.6597576,6.787799,0.47609052,0.36276272,0.31491357,0.46185368,0.26184374,0.33606237,0.24696878,0.32180026,0.43354273,0.32577878,0.33442712,0.20479147,0.32288226,0.27446222,0.26001006,0.32732365,0.19037302,0.32732546,0.23433033,0.26044875,0.32649708,0.25682452,0.30481157,0.1261658,1658.8585389197458,331.6461695386629,22.984505749827775,8.933402762637252,0.007820202959683609,0.18237178369689067,0.25252962,0.062800266,0.10357106418243603,0.027549033065823583
Similar_Ballade_00293_Cover_Genre_A.wav,Ballade,-147.15387,118.24846,-27.734009,42.089718,-11.329074,-1.6649445,-17.44327,-8.814501,-13.067553,-4.162038,-9.722086,-6.863927,-15.147556,31.89264,21.614017,7.8751554,8.835361,9.650267,8.381307,7.9451704,6.8522615,8.029945,8.63579,8.97989,7.5056663,8.361536,0.40017927,0.19915973,0.37692943,0.12590927,0.29873997,0.5515514,0.17048095,0.17076641,0.10612573,0.26201126,0.18782964,0.146477,0.36268297,0.18505399,0.3876685,0.10273213,0.2548495,0.38245246,0.12944669,0.24885458,0.12382066,0.2847365,0.2468781,0.123408124,1184.4184092064816,230.9668587826827,27.659979520093426,4.697827661107178,0.026538007269518164,0.3065051825666629,0.13869657,0.04580258,0.0798990538379531,0.027919246778636463
Similar_Ballade_00267_Cover_Genre_A.wav,Ballade,-110.758446,80.991455,27.324965,24.815485,5.8628035,6.105053,-6.013168,4.6591663,-2.2013059,3.345108,-0.8001785,8.295101,0.72902226,68.18009,29.658903,19.815376,13.373814,12.004078,10.131039,11.028045,8.995664,8.291061,8.067757,7.3672523,8.150832,9.259945,0.3554465,0.25487953,0.4318762,0.25652733,0.38664147,0.22212994,0.31394,0.38896564,0.3115871,0.5058938,0.37936923,0.47681147,0.28673849,0.16043179,0.33648133,0.20814471,0.36254752,0.1767976,0.27952483,0.307513,0.22355188,0.32935187,0.30146337,0.33984473,1861.1406959763387,600.1819631910894,23.13662809201254,8.51455159434952,0.02249226948093988,0.0948608317620318,0.14375205,0.06525565,0.0985841405417111,0.04986611902542212
Similar_Ballade_00436_Cover_Genre_A.wav,Ballade,-208.13832,133.48376,32.144108,22.383783,-0.98268086,15.735329,4.567396,9.842418,-1.736772,0.6879273,-3.7418492,2.6856804,-3.464989,67.63777,32.25327,18.622185,11.614884,8.268458,7.263565,8.065687,9.24566,9.649293,9.420924,11.036866,11.144156,9.248106,0.30589637,0.33181667,0.41265434,0.3453271,0.34905425,0.4461931,0.33218023,0.26703206,0.25901827,0.4131671,0.44607356,0.28572306,0.26487648,0.28875384,0.30711484,0.27888483,0.26681525,0.33341998,0.30190304,0.27788875,0.25534096,0.2927293,0.3190019,0.22980872,1011.5264293501801,437.77376296840885,24.624178376216335,6.098180697574927,-0.005097622973417505,0.2385191146787322,0.08977195,0.037312042,0.0640426668276919,0.027838640940116684
Similar_Ballade_00604_Cover_Genre_A.wav,Ballade,-71.33224,98.7555,13.161861,20.495806,6.9431396,10.437047,-1.8514163,3.8739882,-7.947006,-3.3384545,-7.048821,-2.6520157,-4.8799806,95.501236,37.611275,18.966665,14.42218,10.355113,9.213654,8.594558,7.825738,8.317382,7.303465,7.7732854,8.400946,7.0344753,0.3850996,0.3668296,0.34233493,0.62909544,0.3772706,0.30660197,0.23645084,0.29710084,0.5746084,0.28922144,0.3685635,0.2654094,0.29261822,0.29309592,0.19454119,0.34109655,0.22435603,0.27284145,0.23677759,0.2278281,0.33463344,0.19817072,0.3159414,0.22912572,1528.88654067865,750.1311524934777,26.54727569769699,8.606889277533675,-0.022984373275309205,0.24723719369667696,0.24270532,0.104364395,0.09198557644256397,0.06306287913105399
Similar_Ballade_00099_Cover_Genre_A.wav,Ballade,-101.6485,92.30161,2.8936722,31.710825,17.939087,12.024849,-0.27420115,8.84703,6.803293,0.39444762,-6.932198,4.818054,3.8595448,97.512405,35.48747,21.229898,14.380431,13.387443,11.175749,10.251988,9.061838,8.835492,12.70878,11.334848,8.14161,7.6255364,0.2806339,0.28612733,0.16896972,0.2168858,0.23942517,0.28005162,0.50924736,0.2900198,0.42842606,0.25018007,0.36601192,0.6261395,0.19909117,0.23657382,0.16268337,0.27398637,0.2829217,0.22800204,0.35534686,0.2182248,0.3455474,0.23547593,0.23607914,0.37348026,1448.990694946149,619.5665236959449,26.77017052259835,8.188814357296764,-0.042437762215737224,0.25569511451209415,0.25721124,0.107551165,0.0847990446761727,0.048088281029091705
Similar_Ballade_00118_Cover_Genre_A.wav,Ballade,-102.25811,93.97005,24.631752,33.196026,7.472486,10.530449,-4.298468,2.701971,-1.0316688,1.7392944,-2.8370237,-0.4834224,-6.657051,76.05771,38.26867,18.653715,14.181166,13.212168,12.170872,8.821857,7.976776,8.591854,8.797918,9.542318,10.418548,9.190296,0.2317918,0.319742,0.48799193,0.26183987,0.35501823,0.23293217,0.44945964,0.35179818,0.2663047,0.4414648,0.27224,0.34119824,0.22174071,0.27023336,0.36297262,0.18438849,0.34047347,0.15961592,0.34377122,0.29192647,0.21311823,0.34608895,0.2031874,0.3152241,1515.6115552257966,672.4916526336881,23.25441869879119,8.230292377652724,0.003213454281263283,0.2308546244234367,0.20533785,0.0930698,0.06642317708333334,0.028593311403265684
Similar_Ballade_00127_Cover_Genre_A.wav,Ballade,-196.65845,92.303505,-18.619047,43.97902,-5.830071,5.0291266,-13.252244,-3.7649999,-12.477668,-3.5897605,-8.044751,-4.913386,-9.66786,145.50438,37.709053,13.057733,19.697596,11.25625,10.425259,9.100464,8.868692,10.475441,8.800014,10.93672,11.34796,14.627609,0.54675525,0.19850148,0.24705069,0.15037352,0.36627734,0.2808497,0.18028031,0.44625738,0.18986833,0.22168112,0.16463104,0.32672316,0.39250782,0.19596195,0.32891932,0.18261552,0.3288547,0.32647175,0.16155863,0.37213978,0.1782777,0.3263572,0.23065025,0.3006013,1246.7141855084003,500.83580659783877,27.151159169478913,7.000288387769171,0.1517029950338268,0.2652590169088834,0.15117793,0.080592126,0.06489481651452558,0.03324474704407873
Similar_Ballade_00543_Cover_Genre_A.wav,Ballade,-103.13498,84.131775,13.024706,35.427464,4.8565283,18.258045,-2.8384264,10.529388,-6.9427023,3.6964123,-2.8552434,2.1300843,-7.143304,51.02285,23.403873,15.586407,11.334922,10.417336,8.077261,8.97352,8.582283,6.996523,7.154793,7.380859,6.68645,6.715487,0.33521146,0.34924638,0.50672114,0.41250584,0.46247983,0.34028196,0.45034125,0.4804344,0.3277447,0.3707142,0.29613614,0.39012715,0.2635931,0.25273708,0.34101063,0.269826,0.33932224,0.22730947,0.315829,0.31691527,0.22472675,0.32095844,0.2044203,0.28916556,1702.4418488455224,531.5328010334492,22.793296904513422,8.380474847601986,0.03212237931497566,0.1832219072388372,0.1308154,0.052755546,0.08470560492737207,0.04553679098535189
